notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrower 
GD5FG6,Gips (Restaurierungsmaterial)@de,,"pulverförmiges Material aus Calciumsulfat, das duch Brennen des wasserhaltigen Gips-Minerals gewonnen wird. Durch Zugabe von Wasser wird aus dem fein gemahlenen Gipspulver eine formbar Modelliermasse, die an der Luft aushärtet. Aufgrund seiner leichten Berarbeitbarkeit und der schnellen Härtung wird Gips in der Restaurierung für Abgüsse/Modelle, Formbau oder die Ergänzung von Fehlstellen verwendet.",DG8FG3,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 221.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 198.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 99/100, 130, 146.",,,,,
CD784B,Alabaster Modellgips@de,,"Hochreiner, weißer Gips, speziell für die Herstellung detaillierter Modelle und Formen. Er zeichnet sich durch seine feine Körnung, schnelle Abbindezeit und hohe Härte bei gleichzeitig guter Bearbeitbarkeit nach Aushärtung aus.",GD5FG6,,https://www.kremer-pigmente.com/de/shop/fuellstoffe-baustoffe/58343-alabaster-modellgips.html,,,,,
C35AG4,Exaduro Gips@de,⍺-Gips@de,,GD5FG6,,,,,,,
A3D23D,Moltofill@de,,"Produktname einer gebrauchsfertige Spachtelmasse auf Gipsbasis, die für das Füllen von Rissen, Löchern und Unebenheiten in Wänden und Decken entwickelt wurde. Sie zeichnet sich durch ihre feine Konsistenz, leichte Verarbeitbarkeit und schnelle Trocknung aus und wird daher in der Konservierung und Restaurierung für kleinere Ausbesserungsarbeiten an Keramikobjekten verwendet.",GD5FG6,,"https://msp.images.akzonobel.com/prd/dh/edewdd/documents/tm_mo_de_moltofilldasoriginal.pdf| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.100.",,,,,
D24653,Keramiplast®@de,,"Produktname einer lufthärtenden Modelliermasse auf Basis von Zellulose und mineralischen Bestandteilen, die sich durch ihre hohe Formstabilität, feine Oberflächenstruktur und einfache Verarbeitung auszeichnet. In der Konservierung und Restaurierung wird Keramiplast hauptsächlich für das Füllen von feinen Abplatzungen und Rissen in Keramikobjekten oder für das Modellieren von Formteilen verwendet.",GD5FG6,,https://www.boesner.com/keramiplast-lufttrocknende-modelliermasse-13108,,,,,
D2G12A,Naturkautschuk@de,Latex@de|Gummi elasticum@de,"elastischer, polymerer Werkstoff, der hauptsächlich aus dem Milchsaft (Latex) des Kautschukbaums (Hevea brasiliensis) gewonnen wird. Chemisch besteht er überwiegend aus Polyisopren, einem cis-1,4-Polymer, das ihm seine charakteristische Elastizität und Reißfestigkeit verleiht. Naturkautschuk ist wasserunlöslich, dehnbar und besitzt eine hohe chemische Beständigkeit.",FBFFF5,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",,,,,
DFDG2A,Givul MR@de,,,D2G12A,,,,,,,
C97B35,Revultex@de,,,D2G12A,,,,,,,
BGGCA4,Verstärkungsfaser@de|reinforcing fiber@en,,"Oberbegriff für fasrige Materialien, die zur Verstärkung anderer Materialien eingesetzt werden. Sie erhöhen deren Festigkeit, Steifigkeit und Stabilität, indem sie die mechanischen Eigenschaften des Materials verbessern. Die Verstärkungsfasern werden dafür in der Regel in eine Matrix (z.B. aus Polymeren) eingebettet.",C364G1,,,,,,,
F61BGA,Glasfasergewebe@de|glass fibre fabric@en,Glasfaser@de,,BGGCA4,,,,,,,
A8272G,Japanpapier@de|japanese paper@en,,,BGGCA4,,,https://cameo.mfa.org/wiki/Japanese_paper,,,,
CD477D,Kohlefaser@de|carbon fibre@en,Carbonfaser@de|Kohlenstofffaser@de,,BGGCA4,,,,,,,
FGBB8G,Naturseide@de,,,BGGCA4,,,,,,,
GF1639,Goldschlägerhaut@de|goldbeater skin@en,,,BGGCA4,,,,,,,
BB78D2,Füllstoff@de|filler@en,,"""verhältnismäßig inerter fester Stoff, der einem Kunststoff oder einem Klebstoff beigemischt wird, um dessen Festigkeit, Beständigkeit, Verarbeitungseigenschaften oder andere Eigenschaften zu verbessern oder um die Kosten zu senken.""",C364G1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.",,,,,
B9D357,Hohlglaskügelchen@de|hollow glass balls@en,Mikro-Hohlglaskügelchen@de,"mikroskopisch kleine, hohle Kügelchen aus Borosilikatglas mit geringem Gewicht und hoher Stabilität, die als Füllstoff in Restaurierungsmaterialien eingesetzt werden.",BB78D2,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019)., S.104.",,,,,
FC6F82,Graphit@de|graphite@en,,,BB78D2,,,,,,,
C1BBFB,Metallpulver@de|metal powder@en,,,BB78D2,,,,,,,
BFB3B9,Talkum@de|talcum powder@en,,,BB78D2,,,,,,,
DA86F8,pyrogene Kieselsäure@de|fumed silica@en,Pyrogenes Siliziumdioxid@de|Aerosil@de|amorphe Kieselsäure@de,"sehr feines Pulver von schneeweißer Farbe aus synthetisch hergestelltem Siliziumdioxid. Charakteristisch sind die sehr kleinen Partikelgrößen, das äußert geringe Schüttvolumen und die flockige Struktur der Agglomerate. In der Konservierung und Restaurierung wird pyrogene Kieselsäure hauptsächlich als Verdickungsmittel für Polymere und Silikonkautschuke verwendet.",BB78D2,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 307.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 104.",,,,,
GGFD3F,Aerosil@de,,Produktname für verschiedene Varianten pyrogener Kieselsäure der Firma Evonik Industries (früher Degussa).,DA86F8,,https://history.evonik.com/de/erfindungen/aerosil,,,,,
D38D51,HDK@de,,Produktname für verschiedene Varianten pyrogener Kieselsäure der Firma Wacker.,DA86F8,,https://www.wacker.com/cms/de-de/products/brands/hdk/hdk.html,,,,,
A17G33,Holzmehl@de,,,BB78D2,,,,,,,
G2G253,Kreide@de,,,BB78D2,,,,,,,
CCCC7G,Öl@de,,,C364G1,,,,,,,
G44C1A,Leinöl@de,,,CCCC7G,,,,,,,
A28B4D,Auro Naturharzölimpregniergrund Nr. 121@de,Auro Öl@de|Holzöl@de,,CCCC7G,,,,,,,
F3DB41,Auro Hartöl Nr. 126@de,Holzöl@de,,CCCC7G,,,,,,,
AFD671,Farbstoff@de|colourant@en,farbgebendes Material@de,"Oberbegriff für Material, welches zur Erzeugung einer Färbung verwendet wird.",C364G1,,,,,,,
F64B9C,Pigment@de|pigment@en,,"feiner, als Feststoff vorliegender Farbstoff, der zur Einfärbung anderer Materialien in diesen suspendiert oder ein/aufgerieben wird.",AFD671,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.",,,,,
G5733B,Dispersionsfarbe@de,,,AFD671,,,,,,,
C632FD,Acrylfarbe@de,,,G5733B,,,,,,,
C9GD44,Vollton-/Abtönfarbe@de,,,G5733B,,,,,,,
G5G1DC,Ölfarbe@de,,,AFD671,,,,,,,
F49579,Blattgold@de,,,AFD671,,,,,,,
C1G6C8,Blattsilber@de,,,AFD671,,,,,,,
DBAD15,Schlagmetall@de,,,AFD671,,,,,,,
ADD53A,Strahlmittel@de,Strahlgut@de|Feinstrahlmittel@de,"feinkörnige Substanz, die für die Methode des Feinstrahlens in einem Strahlgerät verwendet wird. Je nach Objektzustand und dem angestrebten Ergebnis stehen härtere oder weichere, kugelige oder kantige Strahlmittel zur Verfügung. Im Bereich der Restaurierung haben sich vor allem mineralische und organische Strahlmittel etabliert.",C364G1,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, S106 - 125",,,,,
DF9GCF,Edelkorund@de,,"synthetisch hergestelltes Feinstrahlmittel aus nahezu reinem Aluminiumoxyd. Korund weist eine hohe Härte und spitz bizarre Kornform auf, wodurch es in der Verwendung als Strahlmittel eine stark abrasive Wirkung zeigt. In der Restaurierung wird Korund vor allem für die Freilegung von metallischen Korrosionsprodukten verwendet.",ADD53A,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, S106 - 125",,,,,
FGB66B,Glasperlen@de,,"feinkugeliges Feinstrahlmittel aus Natronglas. Im Vergleich zu Edelkorund zeigen Glasperlen als Strahlmittel eine weniger stark abrasive Wirkung und sind daher besonders für die Reinigung/Freilegung empfindlicherer Oberflächen geeignet. Durch die kugelige Form wird zudem eine ""Hämmerwirkung"" erzielt, die zur leichten Verdichtung der Oberflächen bei metallischen Objekten führt.",ADD53A,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, S106 - 125",,,,,
B71F12,Walnussschalenganulat@de,,"organisches Strahlmittel aus den Schalen der Walnuss. Trotz der geringen Härte besitzen Walsnussschalen eine hohe Festigkeit, wodurch sie besonders gut für einen leichten und schonenden Reinigungseffekt empfindlicher Materialien geeignet sind.",ADD53A,,"Heinrich Fendel, Mechanische Bearbeitung von Korrosionsprodukten. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, S106 - 125",,,,,
D8C292,Kunststoffgranulat@de,,,ADD53A,,,,,,,
D9G356,[Stütz- und Verpackungsmaterial]@de,,"strukturierender Oberbegriff für Materialien, die in der Restaurierung hauptsächlich für das Verpacken und die Lagerung sowie für die Abstützung bzw. den Trägerbau von Objekten verwendet werden.",C364G1,,,,,,,
DD3858,Acrylglas@de|acrylic glass@en,Plexiglas@de,,D9G356,,,,,,,
CBBF13,Styrodur@de,extrudiertes Polystyrol@de,,D9G356,,,,,,,
CCB66C,Styropor@de,,,D9G356,,,,,,,
BB8D78,Polycarbonat@de,,,D9G356,,,,,,,
A7824C,Makrolon@de,,,BB8D78,,,,,,,
F91427,Polyethylen-Schaum@de,,,D9G356,,,,,,,
GA1687,Ethafoam@de,,,F91427,,,,,,,
A93F6C,Plastazote@de,,,F91427,,,,,,,
A33F4B,Seidenpapier@de,,,D9G356,,,,,,,
DAG754,Kartonage@de,,,D9G356,,,,,,,
F432G4,Tyvek@de,,,D9G356,,,,,,,
F8ADGD,Folie@de,,,D9G356,,,,,,,
F67D14,Aluminiumverbundfolie@de,,,F8ADGD,,,,,,,
G2DA3A,Aluminiumfolie@de,,,F8ADGD,,,,,,,
F8G977,Zinnfolie@de,,,F8ADGD,,,,,,,
B6F5BG,PE-Folie@de,,"Folien aus thermoplastischem Polymer des Ethylens, die durch ihre chemische Inertheit gegenüber einer Vielzahl von in der Konservierung und Restaurierung eingesetzten Materialen vielfältig für Verpackungen verwendet wird.",F8ADGD,,,,,,,
GDB246,Adsorbens@de,Adsorptionsmittel@de,"Material, das in der Lage ist, Stoffe (z.B. Gase, Flüssigkeiten oder gelöste Substanzen) an seiner Oberfläche zu binden und so aus einer Mischung zu entfernen oder zu konzentrieren.",D9G356,,,,,,,
C38B35,Trockenmittel@de,,,GDB246,,,,,,,
A8B27G,Silicagel@de,,,C38B35,,,,,,,
B33968,Molekularsieb@de,Molsieb@de,,C38B35,,,,,,,
F443FD,Schadstoffabsorber@de,,,GDB246,,,,,,,
C1DG79,Aktivkohlegewebe@de,Kohlevlies@de,,F443FD,,,,,,,
BFCF37,RP Sauerstoffabsorber@de,,Produktname von Schadstoff- bzw. Sauerstoffabsorbern der Firma Mitsubishi Gas Chemical Europe GmbH,F443FD,,https://llfa.de/sauerstoffabsorber-rp.html,,,,,
D4FC62,RP-K Sauerstoffabsober@de,,"Produktname eines Schadstoff- bzw Sauerstoffabsorbers bestehend aus Kieselgur, Polyethylen, Ca(OH)2 sowie Graphit der Firma Mitsubishi Gas Chemical Europe GmbH, speziell für die Konservierung von hygroskopischen Materialien entwickelt. RP-K absorbiert Luftsauerstoff, ohne Einfluss auf die relative Luftfeuchtigkeit zu nehmen.",BFCF37,,https://llfa.de/sauerstoffabsorber-rp.html,,,,,
BG5FG6,RP-A Sauerstoffabsober@de,,"Produktname eines Schadstoff- bzw Sauerstoffabsorbers bestehend aus Zeolith, Polyethylen, Ca(OH)2 sowie Aktivkohle der Firma Mitsubishi Gas Chemical Europe GmbH, speziell für die Konservierung von Metallen, Elektronik und archäologische Bodenfunde entwickelt. RP-A absorbiert Luftsauerstoft und senkt dabei auch die relative Luftfeuchtigkeit.",BFCF37,,https://llfa.de/sauerstoffabsorber-rp.html,,,,,
C93638,Konservierungs- und Restaurierungswerkzeuge@de,Konservierungs- und Restaurierungsequipment@de,"Oberbegriff für Gegenstände, die genutzt werden um Konservierungs- und/oder Restaurierungsmaßnahmen durchzuführen. Die verschiedenen Werkzeuge ermöglichen ein präzises Arbeiten und erhöhen die Effizienz bei den unterschiedlichen Methoden und Aufgaben.",CFGDA3,,,http://www.wikidata.org/entity/Q39546,,,,
GF9C49,technische Geräte@de,,"Oberbegriff für komplexe, technische Hilfsmittel mit elektrischen oder elektronischen Komponenten, die durch Strom betrieben werden.",C93638,,,,,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.65.",,
G487C2,Feinstrahlgerät@de,Mikrostrahlgerät@de|Sandstrahlgerät@de,,GF9C49,,,,,,,
D8G747,Mikromotor@de,,"präzises Elektrowerkzeug mit austauschbaren Aufsätzen, das in der Konservierung und Restaurierung verwendet wird, um feine Arbeiten wie Schleifen, Bohren oder Polieren durchzuführen. Es ermöglicht exakte Materialbearbeitung unter Kontrolle und ohne großen Kraftaufwand.",GF9C49,C4C6B6,,,,,,
C4C6B6,Schleifkörper@de,,"Werkzeug aus abrasivem Material, in unterschiedlicher Form wie Scheiben, Stäben oder Blöcken, das in der Konservierung und Restaurierung zur schonenden Bearbeitung von Oberflächen eingesetzt wird. Es dient zum Glätten, Formen oder Entfernen von Schichten und wird auf die spezifischen Anforderungen des zu bearbeitenden Materials abgestimmt.",GF9C49,D8G747,,,,,,
ABF57G,Diamantschleifkörper@de|diamand grinding wheel@en,,,C4C6B6,,,,,,,
A97F31,Gummischleifkörper@de|rubber abrasives@en,Gummipolierer@de|rubber polisher@en,,C4C6B6,,,,,,,
CDF423,Metallfräser@de|metal cutter@en,,,C4C6B6,,,,,,,
A22C84,Korundschleifkörper@de,,,C4C6B6,,,,,,,
C5A318,Ultraschallgerät@de,,"technisches Gerät, das zur Reinigung von Objekten mittels hochfrequenter Ultraschallwellen eingesetzt wird. Diese Wellen erzeugen in einer Flüssigkeit, meist Wasser oder einer speziellen Reinigungslösung, Kavitationsblasen, die beim Zusammenfallen Verunreinigungen von der Oberfläche der zu reinigenden Gegenstände lösen. Diese Methode ist besonders schonend und effizient und wird in der Konservierung und Restaurierung für empfindliche oder komplex geformte Objekte verwendet.",GF9C49,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 385/386.",,,,,
C871CB,Ultraschallfeinmeißel@de,,,GF9C49,,,,,,,
BBB987,Absauganlage@de,,"technisches Gerät zur Entfernung von gesundheitsgefährdenden Stäuben und/oder Dämpfen, i.d.R. bestehend aus Motor, Pumpe, Filter-Einheit und Saugrüssel.",GF9C49,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 58.",,,,,
GF3586,Druckluft@de,,,GF9C49,,,,,,,
C2112G,Gefriertrocknungsanlage@de,,,GF9C49,,,,,,,
DAC482,Lötvorrichtung@de,,,GF9C49,,,,,,,
D7GGGG,Wärmeschrank@de,Wärmekammer@de,,GF9C49,,,,,,,
F8323G,industrielle Mikrowellenkammer@de,Mikrowelle@de,,GF9C49,,,,,,,
C99F9G,Plasmaanlage@de,,,GF9C49,,,,,,,
A4G4G1,Heißluftföhn@de,,,GF9C49,,,,,,,
C9G1B6,Airbrush-System@de,,,GF9C49,,,,,,,
FG9C55,Exsikkator@de,,,GF9C49,,,,,,,
FA9542,Schmelzofen@de,,,GF9C49,,,,,,,
D941BB,manuelle Werkzeuge@de,,"Oberbegriff für nicht-elektronische Geräte, die durch rein menschliche Kraft funktionieren.",C93638,,,,,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.64.",,
CC2BBB,Pinsel@de,,,D941BB,,,,,,,
C4569A,Bürste@de|brush@en,,,D941BB,,,,,,,
CG825A,Wattestäbchen@de|cotton swab@en,,,D941BB,,,,,,,
D84847,Wattepads@de,,,D941BB,,,,,,,
D11BD4,Gaze@de,,,D941BB,,,,,,,
D1A63D,Putzholz@de|cleaning wood stick@en,,,D941BB,,,,,,,
F91CBB,Radiergummi@de|eraser@en,,,D941BB,,,,,,,
A7B5AA,Groom/Stick®@de,,"Produktname eines ph-neutralen, knetbaren Naturgummies der Firma Picreator Enterprises Ltd. zur Oberflächenreinigung. Laut Herstellerangaben abriebfest, rückstandsfrei und vollständig wiederverwendbar.",D941BB,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 58.| https://www.kremer-pigmente.com/elements/resources/products/files/78061.pdf",,,,,
B28GC7,Zellstoff@de,,,D941BB,,,,,,,
AA4F93,Textil@de|textile@en,,,D941BB,,,,,,,
A341F9,Schwamm@de|sponge@en,,,D941BB,,,,,,,
F71C33,Skalpell@de|scalpel@en,,,D941BB,,,,,,,
D1C67A,Metallschaber@de|metal scraper@en,Dreikantschaber@de,,D941BB,,,,,,,
ACB46G,Stachelschweinborste@de|porcupine bristle@en,,,D941BB,,,,,,,
F19194,Nadel@de,,,D941BB,,,,,,,
F18C56,Holzschaber@de|wood scraper@en,,,D941BB,,,,,,,
G33846,Acrylglasschaber@de|acrylic scraper@en,Plexiglasschaber@de,,D941BB,,,,,,,
A48485,Draht@de,,,D941BB,,,,,,,
BA264C,Omega-Häkchen@de,,,A48485,,,,,,,
F85978,Bindedraht@de,,,A48485,,,,,,,
C3A182,Nachbildung für wissenschaftliche Zwecke@de,Nachbilden@de|Kopieren@de,Erstellung aussagekräftiger Vergleichsstücke zu wissenschaftlichem Zweck,CFGDA3,,,,,,,
G79CAC,[Vorgehensweise]@de,,"strukturierender Sammelbegriff für verschiedene Methoden, die zur Herstellung von wissenschaftlichen Vergleichsstücken angewandt werden können",C3A182,,,,,,,
DAG2A8,Abformung@de,,Methode zur Erfassung der Form und aller sichtbaren Informationen der Oberflächen eines Objektes,G79CAC,,,,,,,
